taxable_year,county,fp,population,all_returns,agi,median_income,median_rank,joint_returns,joint_returns_median_income,joint_returns_median_rank,tax_assessed,latitude,longitude,new_georeferenced_column
2001,San Francisco,6075,788200,397070,29622985000,37315,9,103405,60635,15,1637335000,37.7577,-122.4376,POINT (-122.4376 37.7577)
2001,San Joaquin,6077,588400,213001,10441672000,30711,25,94345,54916,20,293337000,37.933703,-121.3444014,POINT (-121.3444014 37.933703)
2001,San Luis Obispo,6079,251600,101058,4815226000,30686,26,44815,55978,19,166232000,35.27435015,-120.6124974,POINT (-120.6124974 35.27435015)
2001,San Mateo,6081,714900,323173,33225802000,44697,3,128128,84367,3,1950141000,37.43944139,-122.3344603,POINT (-122.3344603 37.43944139)
2001,Santa Barbara,6083,404500,159792,8848558000,30080,27,65908,54681,21,366234000,34.42119106,-119.6988197,POINT (-119.6988197 34.42119106)
2001,Santa Clara,6085,1714800,769038,66471000000,45585,2,310224,87781,2,3561961000,37.23423826,-121.7317226,POINT (-121.7317226 37.23423826)
2001,Santa Cruz,4023,257700,111596,6256350000,32624,17,42119,64711,12,259549000,37.02159755,-121.9471295,POINT (-121.9471295 37.02159755)
2001,Shasta,6089,167500,65338,2668890000,27314,35,31936,46052,39,78010000,40.53502155,-122.5021643,POINT (-122.5021643 40.53502155)
2001,Sierra,6091,3530,1255,58891000,31451,22,641,48293,34,2094000,39.56316056,-120.7739513,POINT (-120.7739513 39.56316056)
2001,Siskiyou,6093,44350,16835,571723000,24068,52,8422,38365,52,14544000,41.40245364,-123.1750119,POINT (-123.1750119 41.40245364)
2001,Solano,6095,402500,163714,8179670000,37507,8,70850,66443,8,250846000,38.17681839,-122.0352986,POINT (-122.0352986 38.17681839)
2001,Sonoma,6097,466900,204036,11129296000,35322,10,83293,65338,9,428242000,38.49367199,-122.9302632,POINT (-122.9302632 38.49367199)
2001,Stanislaus,6099,462900,170125,7063318000,28501,32,77377,49348,32,203363000,37.50148783,-121.2164803,POINT (-121.2164803 37.50148783)
2001,Sutter,6101,80700,30345,1151689000,26158,40,14833,43930,44,31796000,39.01131111,-121.7233341,POINT (-121.7233341 39.01131111)
2001,Tehama,6103,56500,17470,571962000,24354,49,8626,38303,54,12501000,40.25506437,-122.2937715,POINT (-122.2937715 40.25506437)
2001,Trinity,6105,13000,4473,140930000,23400,54,2225,38364,53,3104000,40.84092907,-122.972844,POINT (-122.972844 40.84092907)
2001,Tulare,6107,375000,120413,3973387000,21611,57,52434,39294,50,98510000,36.28254312,-118.2652098,POINT (-118.2652098 36.28254312)
2001,Tuolumne,6109,55500,21336,909347000,28466,33,10367,47741,37,28262000,37.96385957,-119.8920735,POINT (-119.8920735 37.96385957)
2001,Ventura,6111,771100,314511,18567738000,34078,13,140496,64472,13,745091000,34.27709072,-119.2178496,POINT (-119.2178496 34.27709072)
2001,Yolo,6113,173600,68440,3351668000,30825,24,28394,59956,16,118095000,38.68382688,-121.9127421,POINT (-121.9127421 38.68382688)
2001,Yuba,6115,61200,19705,644583000,24305,50,9234,39024,51,13425000,39.27129476,-121.3793557,POINT (-121.3793557 39.27129476)
2002,Alameda,6001,1488000,612164,35988932000,38044,8,234190,72293,5,1441016000,37.72022591,-122.1643521,POINT (-122.1643521 37.72022591)
2002,Alpine,6003,1240,309,14251000,34166,14,154,55788,20,434000,38.58842891,-119.7124417,POINT (-119.7124417 38.58842891)
2002,Amador,6005,36600,14423,636952000,32930,18,7487,52235,26,18582000,38.47216216,-120.5741948,POINT (-120.5741948 38.47216216)
2002,Butte,6007,209700,75767,2957379000,25332,46,33353,45220,43,87539000,39.59127291,-121.6728818,POINT (-121.6728818 39.59127291)
2002,Calaveras,6009,42500,17098,775024000,32885,19,9073,51484,29,22776000,38.25462698,-120.4657376,POINT (-120.4657376 38.25462698)
2002,Colusa,6011,19600,7666,256607000,23288,56,3587,36933,57,6479000,39.16798125,-122.2990667,POINT (-122.2990667 39.16798125)
2002,Contra Costa,6013,989800,415059,28457604000,42762,4,181681,78670,4,1216733000,37.98817952,-121.9371402,POINT (-121.9371402 37.98817952)
2002,Del Norte,6015,27900,7643,279679000,26759,41,3722,46285,41,6650000,41.70557047,-123.8920045,POINT (-123.8920045 41.70557047)
2002,El Dorado,6017,165400,61404,3727513000,40488,5,33016,67251,7,132518000,38.76394197,-120.6060593,POINT (-120.6060593 38.76394197)
2002,Fresno,6019,836100,276356,11143983000,25204,48,114292,47015,37,340998000,36.81276025,-119.6826941,POINT (-119.6826941 36.81276025)
2002,Glenn,6021,26950,9740,324009000,23681,55,4748,37622,56,7584000,39.59028676,-122.0780968,POINT (-122.0780968 39.59028676)
2002,Humboldt,6023,128400,47614,1763450000,25356,45,19808,46512,40,49446000,40.86148517,-123.8585124,POINT (-123.8585124 40.86148517)
2002,Imperial,6025,149300,48567,1608742000,21164,58,23894,31897,58,37861000,33.07729374,-114.7515356,POINT (-114.7515356 33.07729374)
2002,Inyo,6027,18400,7912,320747000,28329,34,3579,50842,31,8993000,36.63350255,-118.2559592,POINT (-118.2559592 36.63350255)
2002,Kern,6029,698000,218583,8878902000,27295,38,99318,48540,34,251447000,35.37676773,-118.8073572,POINT (-118.8073572 35.37676773)
2002,Kings,6031,135100,36190,1317950000,25732,42,16677,43669,46,30346000,36.01947119,-120.0181641,POINT (-120.0181641 36.01947119)
2002,Lake,6033,61300,21095,771611000,25651,44,9713,42662,47,19339000,39.06500481,-122.6570192,POINT (-122.6570192 39.06500481)
2002,Lassen,6035,34100,9716,405623000,33499,16,5149,53269,25,10191000,40.43255922,-120.6495591,POINT (-120.6495591 40.43255922)
2002,Los Angeles,6037,9889300,3668786,1.85449E+11,27164,39,1290065,48798,33,7232120000,34.0594833,-118.242048,POINT (-118.242048 34.0594833)
2002,Madera,6039,129500,40676,1480721000,24756,53,19759,42090,49,37466000,37.09637123,-119.8904305,POINT (-119.8904305 37.09637123)
2002,Marin,6041,250100,115735,11238467000,44399,1,45589,92481,1,633394000,38.03952573,-122.7299513,POINT (-122.7299513 38.03952573)
2002,Mariposa,6043,17550,6474,243971000,27120,40,3160,44315,45,6305000,37.72289349,-119.9767358,POINT (-119.9767358 37.72289349)
2002,Mendocino,6045,88300,34580,1309627000,25684,43,14774,44440,44,37054000,39.31034149,-123.6517776,POINT (-123.6517776 39.31034149)
2002,Merced,6047,223800,72658,2608821000,24861,52,33273,42108,48,61450000,37.1324242,-120.7167521,POINT (-120.7167521 37.1324242)
2002,Modoc,6049,9350,2810,97176000,25216,47,1504,37732,55,2557000,41.71368177,-120.943072,POINT (-120.943072 41.71368177)
2002,Mono,6051,13400,4877,207854000,28242,35,1880,54449,23,6105000,38.34709997,-119.3327269,POINT (-119.3327269 38.34709997)
2002,Monterey,6053,413700,144927,7039862000,29429,30,59781,51918,27,246086000,36.32470669,-121.2968358,POINT (-121.2968358 36.32470669)
2002,Napa,6055,128900,49395,2963605000,35208,12,21842,61526,14,122094000,38.45938161,-122.3328556,POINT (-122.3328556 38.45938161)
2002,Nevada,5099,96000,39536,1889289000,31864,21,19087,54207,24,61507000,39.29548859,-120.9008733,POINT (-120.9008733 39.29548859)
2002,Orange,6059,2959600,1197923,72532968000,34081,15,505389,64646,10,3089094000,33.66073433,-117.9361373,POINT (-117.9361373 33.66073433)
2002,Placer,6061,273300,134808,8126260000,39155,6,66404,69114,6,310715000,39.0316205,-120.8830665,POINT (-120.8830665 39.0316205)
2002,Plumas,6063,21100,7932,327739000,29872,28,4047,48194,35,9052000,40.00510655,-121.0077457,POINT (-121.0077457 40.00510655)
2002,Riverside,6065,1682500,603749,26756630000,29498,29,272233,51792,28,749668000,33.7775741,-115.4706931,POINT (-115.4706931 33.7775741)
2002,Sacramento,6067,1302600,518704,24950183000,33498,17,204181,59716,16,817711000,38.1923781,-121.6020643,POINT (-121.6020643 38.1923781)
2002,San Benito,6069,55900,20918,1053842000,35358,10,9917,62682,13,32199000,36.50024907,-121.0915105,POINT (-121.0915105 36.50024907)
2002,San Bernardino,6071,1816500,623000,26032791000,29363,31,268458,51348,30,663867000,34.52258599,-115.5372574,POINT (-115.5372574 34.52258599)
2002,San Diego,6073,2944500,1163212,62739416000,31813,22,474835,58583,17,2359200000,32.78964014,-117.1936577,POINT (-117.1936577 32.78964014)
2002,San Francisco,6075,788200,378124,25435374000,35958,9,101483,58493,18,1304206000,37.7577,-122.4376,POINT (-122.4376 37.7577)
2002,San Joaquin,6077,607800,217135,9834101000,30990,25,96958,54781,21,293918000,37.933703,-121.3444014,POINT (-121.3444014 37.933703)
2002,San Luis Obispo,6079,255400,100920,4943460000,31122,24,45075,56463,19,171662000,35.27435015,-120.6124974,POINT (-120.6124974 35.27435015)
2002,San Mateo,6081,711700,311653,26795705000,43477,2,126325,81259,3,1407702000,37.43944139,-122.3344603,POINT (-122.3344603 37.43944139)
2002,Santa Barbara,6083,408400,157209,8686845000,30463,26,65437,54586,22,356379000,34.42119106,-119.6988197,POINT (-119.6988197 34.42119106)
2002,Santa Clara,6085,1717000,733515,53855875000,43105,3,306948,82150,2,2554506000,37.23423826,-121.7317226,POINT (-121.7317226 37.23423826)
2002,Santa Cruz,4023,259100,108296,5873558000,31975,20,41625,62688,12,230009000,37.02159755,-121.9471295,POINT (-121.9471295 37.02159755)
2002,Shasta,6089,172100,65922,2763911000,28138,36,32459,46802,38,81153000,40.53502155,-122.5021643,POINT (-122.5021643 40.53502155)
2002,Sierra,6091,3500,1233,49085000,29976,27,621,46533,39,1317000,39.56316056,-120.7739513,POINT (-120.7739513 39.56316056)
2002,Siskiyou,6093,44600,16876,586140000,24865,51,8359,39902,52,14207000,41.40245364,-123.1750119,POINT (-123.1750119 41.40245364)
2002,Solano,6095,411600,162555,8167178000,38120,7,70775,66849,8,242465000,38.17681839,-122.0352986,POINT (-122.0352986 38.17681839)
2002,Sonoma,6097,470700,200738,10718662000,35228,11,82952,64374,11,394485000,38.49367199,-122.9302632,POINT (-122.9302632 38.49367199)
2002,Stanislaus,6099,477900,171388,7283091000,29121,32,78482,49739,32,209986000,37.50148783,-121.2164803,POINT (-121.2164803 37.50148783)
2002,Sutter,6101,82600,30699,1219650000,27349,37,15194,45287,42,33689000,39.01131111,-121.7233341,POINT (-121.7233341 39.01131111)
2002,Tehama,6103,57600,17655,603642000,24973,50,8705,39542,53,13854000,40.25506437,-122.2937715,POINT (-122.2937715 40.25506437)
2002,Trinity,6105,13250,4471,148352000,24425,54,2217,39112,54,3200000,40.84092907,-122.972844,POINT (-122.972844 40.84092907)
2002,Tulare,6107,383100,122669,4199541000,22584,57,53703,40110,50,103916000,36.28254312,-118.2652098,POINT (-118.2652098 36.28254312)
2002,Tuolumne,6109,56500,21552,894463000,28636,33,10384,47738,36,26457000,37.96385957,-119.8920735,POINT (-119.8920735 37.96385957)
2002,Ventura,6111,788200,313917,18514571000,34614,13,141257,64774,9,708816000,34.27709072,-119.2178496,POINT (-119.2178496 34.27709072)
2002,Yolo,6113,180100,67544,3377092000,31787,23,28557,60474,15,117619000,38.68382688,-121.9127421,POINT (-121.9127421 38.68382688)
2002,Yuba,6115,62700,19782,671379000,25173,49,9297,40020,51,14368000,39.27129476,-121.3793557,POINT (-121.3793557 39.27129476)
2003,Alameda,6001,1493928,598611,36560586000,38411,8,233761,72332,5,1486493000,37.72022591,-122.1643521,POINT (-122.1643521 37.72022591)
2003,Alpine,6003,1265,311,14564000,36124,10,163,61315,16,412000,38.58842891,-119.7124417,POINT (-119.7124417 38.58842891)
2003,Amador,6005,36985,14557,667589000,33632,18,7548,53436,26,19616000,38.47216216,-120.5741948,POINT (-120.5741948 38.47216216)
2003,Butte,6007,211140,75550,3056440000,26205,44,33339,46857,42,90378000,39.59127291,-121.6728818,POINT (-121.6728818 39.59127291)
2003,Calaveras,6009,43535,17333,817912000,33453,19,9265,52726,29,24277000,38.25462698,-120.4657376,POINT (-120.4657376 38.25462698)
2003,Colusa,6011,20052,7777,282086000,24305,56,3704,37254,57,7525000,39.16798125,-122.2990667,POINT (-122.2990667 39.16798125)
2003,Contra Costa,6013,1002629,409959,29140510000,42880,3,181152,78366,4,1267208000,37.98817952,-121.9371402,POINT (-121.9371402 37.98817952)
2003,Del Norte,6015,28238,7704,292751000,27825,39,3720,47062,41,7111000,41.70557047,-123.8920045,POINT (-123.8920045 41.70557047)
2003,El Dorado,6017,168791,63071,4080710000,41609,5,34101,69086,7,150549000,38.76394197,-120.6060593,POINT (-120.6060593 38.76394197)
2003,Fresno,6019,857378,277922,11714007000,26021,46,115376,48222,37,362664000,36.81276025,-119.6826941,POINT (-119.6826941 36.81276025)
2003,Glenn,6021,27629,9737,332814000,24523,55,4791,38902,56,7774000,39.59028676,-122.0780968,POINT (-122.0780968 39.59028676)
2003,Humboldt,6023,129828,47055,1857639000,26157,45,19591,47641,39,54483000,40.86148517,-123.8585124,POINT (-123.8585124 40.86148517)
2003,Imperial,6025,154751,48710,1666666000,21799,58,23820,33217,58,39624000,33.07729374,-114.7515356,POINT (-114.7515356 33.07729374)
2003,Inyo,6027,18577,7904,339271000,29120,34,3535,53275,27,10638000,36.63350255,-118.2559592,POINT (-118.2559592 36.63350255)
2003,Kern,6029,721263,223869,9440958000,27729,41,101426,49223,34,264288000,35.37676773,-118.8073572,POINT (-118.8073572 35.37676773)
2003,Kings,6031,139491,36834,1387425000,25839,49,16884,43320,46,32821000,36.01947119,-120.0181641,POINT (-120.0181641 36.01947119)
2003,Lake,6033,62121,20792,778981000,26702,42,9530,43306,47,19269000,39.06500481,-122.6570192,POINT (-122.6570192 39.06500481)
2003,Lassen,6035,34402,9652,411141000,34615,16,5110,53567,25,10169000,40.43255922,-120.6495591,POINT (-120.6495591 40.43255922)
2003,Los Angeles,6037,10047407,3667069,1.94718E+11,27746,40,1289348,49701,33,7774734000,34.0594833,-118.242048,POINT (-118.242048 34.0594833)
2003,Madera,6039,134621,41545,1598881000,25718,51,20323,43152,48,41980000,37.09637123,-119.8904305,POINT (-119.8904305 37.09637123)
2003,Marin,6041,250986,113965,11802840000,44797,1,45494,94410,1,680776000,38.03952573,-122.7299513,POINT (-122.7299513 38.03952573)
2003,Mariposa,6043,17750,6481,247150000,27984,38,3133,45152,44,6217000,37.72289349,-119.9767358,POINT (-119.9767358 37.72289349)
2003,Mendocino,6045,89032,34050,1301586000,26005,47,14735,44690,45,36146000,39.31034149,-123.6517776,POINT (-123.6517776 39.31034149)
2003,Merced,6047,231128,73800,2774463000,25636,52,33965,42642,49,66784000,37.1324242,-120.7167521,POINT (-120.7167521 37.1324242)
2003,Modoc,6049,9579,2824,99066000,25749,50,1513,39022,55,2486000,41.71368177,-120.943072,POINT (-120.943072 41.71368177)
2003,Mono,6051,13397,4896,229171000,28556,36,1872,56153,21,7854000,38.34709997,-119.3327269,POINT (-119.3327269 38.34709997)
2003,Monterey,6053,421355,142660,7176629000,29789,32,59263,51913,31,253255000,36.32470669,-121.2968358,POINT (-121.2968358 36.32470669)
2003,Napa,6055,131133,48610,2966964000,35472,11,21628,61853,15,120195000,38.45938161,-122.3328556,POINT (-122.3328556 38.45938161)
2003,Nevada,5099,97239,39624,1978991000,32682,21,19178,54739,24,66050000,39.29548859,-120.9008733,POINT (-120.9008733 39.29548859)
2003,Orange,6059,3004921,1197460,77028501000,34632,15,505975,65772,10,3264710000,33.66073433,-117.9361373,POINT (-117.9361373 33.66073433)
2003,Placer,6061,290997,138686,8735302000,40015,6,68705,70149,6,340327000,39.0316205,-120.8830665,POINT (-120.8830665 39.0316205)
2003,Plumas,6063,21034,7903,345350000,30306,28,4049,48263,36,9170000,40.00510655,-121.0077457,POINT (-121.0077457 40.00510655)
2003,Riverside,6065,1767485,634115,29286669000,30227,29,285225,52839,28,837868000,33.7775741,-115.4706931,POINT (-115.4706931 33.7775741)
2003,Sacramento,6067,1332905,519445,25606416000,34087,17,206396,60292,17,842713000,38.1923781,-121.6020643,POINT (-121.6020643 38.1923781)
2003,San Benito,6069,56872,20574,1054841000,35059,14,9795,62642,12,32166000,36.50024907,-121.0915105,POINT (-121.0915105 36.50024907)
2003,San Bernardino,6071,1870228,639398,27453889000,29829,31,274077,52185,30,698175000,34.52258599,-115.5372574,POINT (-115.5372574 34.52258599)
2003,San Diego,6073,2994454,1161249,64911102000,32410,22,473831,59604,18,2461189000,32.78964014,-117.1936577,POINT (-117.1936577 32.78964014)
2003,San Francisco,6075,791684,366852,26205393000,36354,9,100443,58888,19,1362625000,37.7577,-122.4376,POINT (-122.4376 37.7577)
2003,San Joaquin,6077,627124,219886,10322471000,31804,25,99261,55188,23,311246000,37.933703,-121.3444014,POINT (-121.3444014 37.933703)
2003,San Luis Obispo,6079,256622,100905,4184591000,31831,24,45322,57716,20,179386000,35.27435015,-120.6124974,POINT (-120.6124974 35.27435015)
2003,San Mateo,6081,717662,304747,27559255000,43369,2,125494,81621,2,1467566000,37.43944139,-122.3344603,POINT (-122.3344603 37.43944139)
2003,Santa Barbara,6083,413544,154998,9056746000,31311,26,64577,56002,22,367987000,34.42119106,-119.6988197,POINT (-119.6988197 34.42119106)
2003,Santa Clara,6085,1732637,713405,55182866000,42642,4,305226,81233,3,2699803000,37.23423826,-121.7317226,POINT (-121.7317226 37.23423826)
2003,Santa Cruz,4023,258549,106718,6065287000,32002,23,41571,62299,13,242150000,37.02159755,-121.9471295,POINT (-121.9471295 37.02159755)
2003,Shasta,6089,174811,65916,2829685000,28984,35,32562,48173,38,82098000,40.53502155,-122.5021643,POINT (-122.5021643 40.53502155)
2003,Sierra,6091,3594,1203,57283000,30309,27,611,47201,40,2125000,39.56316056,-120.7739513,POINT (-120.7739513 39.56316056)
2003,Siskiyou,6093,45133,16806,605757000,25456,53,8394,39990,53,15455000,41.40245364,-123.1750119,POINT (-123.1750119 41.40245364)
2003,Solano,6095,415727,161505,8238184000,38436,7,70789,66851,8,241081000,38.17681839,-122.0352986,POINT (-122.0352986 38.17681839)
2003,Sonoma,6097,473048,198207,10770375000,35346,13,82532,64214,11,392764000,38.49367199,-122.9302632,POINT (-122.9302632 38.49367199)
2003,Stanislaus,6099,490232,171197,7539389000,29987,30,79171,50619,32,216019000,37.50148783,-121.2164803,POINT (-121.2164803 37.50148783)
2003,Sutter,6101,85423,31041,1304912000,28203,37,15412,46453,43,37539000,39.01131111,-121.7233341,POINT (-121.7233341 39.01131111)
2003,Tehama,6103,58683,17633,629598000,25978,48,8745,40868,52,14660000,40.25506437,-122.2937715,POINT (-122.2937715 40.25506437)
2003,Trinity,6105,13480,4398,148974000,25046,54,2190,39884,54,3264000,40.84092907,-122.972844,POINT (-122.972844 40.84092907)
2003,Tulare,6107,394771,123893,4426610000,23373,57,54558,41033,51,109107000,36.28254312,-118.2652098,POINT (-118.2652098 36.28254312)
2003,Tuolumne,6109,56846,21512,898654000,29122,33,10379,48636,35,25138000,37.96385957,-119.8920735,POINT (-119.8920735 37.96385957)
2003,Ventura,6111,799848,311843,19180128000,35370,12,140013,66083,9,757045000,34.27709072,-119.2178496,POINT (-119.2178496 34.27709072)
2003,Yolo,6113,182942,67594,3487824000,32806,20,28796,62032,14,121270000,38.68382688,-121.9127421,POINT (-121.9127421 38.68382688)
2003,Yuba,6115,64439,20324,725422000,26505,43,9543,41809,50,15877000,39.27129476,-121.3793557,POINT (-121.3793557 39.27129476)
2004,Alameda,6001,1497251,608035,40224223000,39779,8,237773,76355,5,1733330000,37.72022591,-122.1643521,POINT (-122.1643521 37.72022591)
2004,Alpine,6003,1274,300,16665000,40322,7,154,63076,16,586000,38.58842891,-119.7124417,POINT (-119.7124417 38.58842891)
2004,Amador,6005,37552,14949,714991000,34734,19,7642,55813,26,21976000,38.47216216,-120.5741948,POINT (-120.5741948 38.47216216)
2004,Butte,6007,214123,76995,3254359000,27087,44,33705,48660,42,101841000,39.59127291,-121.6728818,POINT (-121.6728818 39.59127291)
2004,Calaveras,6009,44605,17706,885929000,35025,17,9432,55422,27,28993000,38.25462698,-120.4657376,POINT (-120.4657376 38.25462698)
2004,Colusa,6011,20663,8073,305034000,25403,56,3880,38666,57,8746000,39.16798125,-122.2990667,POINT (-122.2990667 39.16798125)
2004,Contra Costa,6013,1013280,409062,31224231453,43639,4,179134,80667,4,1432765000,37.98817952,-121.9371402,POINT (-121.9371402 37.98817952)
2004,Del Norte,6015,29121,7831,317649000,28346,41,3757,49064,40,8891000,41.70557047,-123.8920045,POINT (-123.8920045 41.70557047)
2004,El Dorado,6017,171745,64949,4353953000,42819,5,34774,72377,7,165253000,38.76394197,-120.6060593,POINT (-120.6060593 38.76394197)
2004,Fresno,6019,875973,286452,12790830000,26540,49,117585,49802,37,429337000,36.81276025,-119.6826941,POINT (-119.6826941 36.81276025)
2004,Glenn,6021,28087,9909,353452000,25863,54,4846,41256,54,8807000,39.59028676,-122.0780968,POINT (-122.0780968 39.59028676)
2004,Humboldt,6023,131810,47831,1983280000,26766,46,19701,49285,38,62553000,40.86148517,-123.8585124,POINT (-123.8585124 40.86148517)
2004,Imperial,6025,159332,50572,1779735000,22308,58,24429,34070,58,43433000,33.07729374,-114.7515356,POINT (-114.7515356 33.07729374)
2004,Inyo,6027,18612,7929,354963000,29751,35,3507,54390,29,11295000,36.63350255,-118.2559592,POINT (-118.2559592 36.63350255)
2004,Kern,6029,746351,232027,10285007000,28426,40,104615,50822,36,309771000,35.37676773,-118.8073572,POINT (-118.8073572 35.37676773)
2004,Kings,6031,143924,38028,1473113000,26258,51,17263,44377,48,36955000,36.01947119,-120.0181641,POINT (-120.0181641 36.01947119)
2004,Lake,6033,63539,21531,852765000,27826,42,9777,45223,46,23153000,39.06500481,-122.6570192,POINT (-122.6570192 39.06500481)
2004,Lassen,6035,35325,9574,429926000,35965,14,5110,56135,25,11307000,40.43255922,-120.6495591,POINT (-120.6495591 40.43255922)
2004,Los Angeles,6037,10130668,3725064,2.14655E+11,28686,39,1297347,52170,33,9189283000,34.0594833,-118.242048,POINT (-118.242048 34.0594833)
2004,Madera,6039,138725,42558,1739813000,26688,47,20844,44783,47,49702000,37.09637123,-119.8904305,POINT (-119.8904305 37.09637123)
2004,Marin,6041,251154,114100,13345115000,46699,1,45720,99902,1,817216000,38.03952573,-122.7299513,POINT (-122.7299513 38.03952573)
2004,Mariposa,6043,17971,6539,267801000,28781,38,3166,47942,44,7490000,37.72289349,-119.9767358,POINT (-119.9767358 37.72289349)
2004,Mendocino,6045,90182,34256,1386355000,26574,48,14646,45419,45,43720000,39.31034149,-123.6517776,POINT (-123.6517776 39.31034149)
2004,Merced,6047,238455,75675,3047723000,26407,50,34564,44197,49,80996000,37.1324242,-120.7167521,POINT (-120.7167521 37.1324242)
2004,Modoc,6049,9828,2895,99838000,25939,53,1533,39124,56,2539000,41.71368177,-120.943072,POINT (-120.943072 41.71368177)
2004,Mono,6051,13529,4956,242096000,29877,34,1886,58762,21,8487000,38.34709997,-119.3327269,POINT (-119.3327269 38.34709997)
2004,Monterey,6053,424047,143478,7860166000,30503,32,59096,53239,31,306683000,36.32470669,-121.2968358,POINT (-121.2968358 36.32470669)
2004,Napa,6055,132292,48797,3557876000,36429,11,21548,63848,15,171089000,38.45938161,-122.3328556,POINT (-122.3328556 38.45938161)
2004,Nevada,5099,98998,40113,2163242000,34284,20,19363,58105,23,78158000,39.29548859,-120.9008733,POINT (-120.9008733 39.29548859)
2004,Orange,6059,3036002,1205419,84141940000,35787,15,504078,68627,10,3815080000,33.66073433,-117.9361373,POINT (-117.9361373 33.66073433)
2004,Placer,6061,303519,142708,9590259000,41301,6,70326,72792,6,390902000,39.0316205,-120.8830665,POINT (-120.8830665 39.0316205)
2004,Plumas,6063,21378,8078,364046000,31353,28,4081,50934,35,10535000,40.00510655,-121.0077457,POINT (-121.0077457 40.00510655)
2004,Riverside,6065,1849844,685125,33691908000,31256,29,304628,55162,28,1043156000,33.7775741,-115.4706931,POINT (-115.4706931 33.7775741)
2004,Sacramento,6067,1357300,530329,27470368000,34772,18,209153,62232,18,945477000,38.1923781,-121.6020643,POINT (-121.6020643 38.1923781)
2004,San Benito,6069,57246,20591,1092427000,35729,16,9746,64668,13,35124000,36.50024907,-121.0915105,POINT (-121.0915105 36.50024907)
2004,San Bernardino,6071,1926555,655803,29600509000,30653,31,277165,54385,30,808250000,34.52258599,-115.5372574,POINT (-115.5372574 34.52258599)
2004,San Diego,6073,3027703,1186848,71989561000,33485,21,479201,62301,17,2981069000,32.78964014,-117.1936577,POINT (-117.1936577 32.78964014)
2004,San Francisco,6075,791797,371732,30438915000,37514,10,101862,61938,19,1710456000,37.7577,-122.4376,POINT (-122.4376 37.7577)
2004,San Joaquin,6077,646971,225154,11323947000,32861,25,101069,57411,24,369168000,37.933703,-121.3444014,POINT (-121.3444014 37.933703)
2004,San Luis Obispo,6079,260267,102852,5607249000,33014,23,45753,60275,20,215748000,35.27435015,-120.6124974,POINT (-120.6124974 35.27435015)
2004,San Mateo,6081,717710,304897,31263671000,44847,2,125374,85800,2,1779107000,37.43944139,-122.3344603,POINT (-122.3344603 37.43944139)
2004,Santa Barbara,6083,416777,156753,10400680000,32265,27,64738,58330,22,483889000,34.42119106,-119.6988197,POINT (-119.6988197 34.42119106)
2004,Santa Clara,6085,1743585,720181,62015596000,44152,3,307893,85446,3,3232121000,37.23423826,-121.7317226,POINT (-121.7317226 37.23423826)
2004,Santa Cruz,4023,259542,107503,6467083000,32946,24,41744,64886,12,277271000,37.02159755,-121.9471295,POINT (-121.9471295 37.02159755)
2004,Shasta,6089,178626,67166,3178024000,29719,36,33040,49222,39,102851000,40.53502155,-122.5021643,POINT (-122.5021643 40.53502155)
2004,Sierra,6091,3537,1194,58758000,32732,26,602,48914,41,2205000,39.56316056,-120.7739513,POINT (-120.7739513 39.56316056)
2004,Siskiyou,6093,45793,17036,639466000,25958,52,8390,41710,53,17763000,41.40245364,-123.1750119,POINT (-123.1750119 41.40245364)
2004,Solano,6095,419270,164110,8702804000,39205,9,71546,68961,8,265650000,38.17681839,-122.0352986,POINT (-122.0352986 38.17681839)
2004,Sonoma,6097,477015,200122,11499676000,36099,13,82577,66212,11,447032000,38.49367199,-122.9302632,POINT (-122.9302632 38.49367199)
2004,Stanislaus,6099,500153,174948,8196949000,30983,30,80170,52623,32,254235000,37.50148783,-121.2164803,POINT (-121.2164803 37.50148783)
2004,Sutter,6101,88007,32047,1423857000,29369,37,15764,48491,43,45140000,39.01131111,-121.7233341,POINT (-121.7233341 39.01131111)
2004,Tehama,6103,60270,17859,672229000,26915,45,8924,42499,52,17055000,40.25506437,-122.2937715,POINT (-122.2937715 40.25506437)
2004,Trinity,6105,13826,4426,170976000,25860,55,2195,41132,55,5117000,40.84092907,-122.972844,POINT (-122.972844 40.84092907)
2004,Tulare,6107,406650,126287,4767824000,24048,57,55103,42632,51,132733000,36.28254312,-118.2652098,POINT (-118.2652098 36.28254312)
2004,Tuolumne,6109,57114,21564,986026000,30440,33,10391,51252,34,31566000,37.96385957,-119.8920735,POINT (-119.8920735 37.96385957)
2004,Ventura,6111,808425,316856,21133645000,36249,12,140806,68824,9,902904000,34.27709072,-119.2178496,POINT (-119.2178496 34.27709072)
2004,Yolo,6113,186370,68992,3749654000,33426,22,29211,64214,14,137775000,38.68382688,-121.9127421,POINT (-121.9127421 38.68382688)
2004,Yuba,6115,66076,21453,793748000,27268,43,10155,43245,50,18175000,39.27129476,-121.3793557,POINT (-121.3793557 39.27129476)
2005,Alameda,6001,1502703,618948,43165428000,40613,8,240024,79257,5,1917287000,37.72022591,-122.1643521,POINT (-122.1643521 37.72022591)
2005,Alpine,6003,1216,294,17278000,42173,7,150,69999,11,619000,38.58842891,-119.7124417,POINT (-119.7124417 38.58842891)
2005,Amador,6005,38023,14994,773240000,36796,15,7704,58272,26,24961000,38.47216216,-120.5741948,POINT (-120.5741948 38.47216216)
