fips_code,RegionName,year,price
06049,Modoc County,2013,100656.45159479702
06049,Modoc County,2014,106508.38932091022
06049,Modoc County,2015,109259.88948209888
06049,Modoc County,2016,113235.2417189944
06049,Modoc County,2017,121475.74853378808
06049,Modoc County,2018,130463.40397573076
06049,Modoc County,2019,137074.49705395446
06049,Modoc County,2020,137669.66871535408
06049,Modoc County,2021,169659.74329577535
06049,Modoc County,2022,190987.32711195014
06049,Modoc County,2023,188966.80066626534
06051,Mono County,2000,251441.74499507816
06051,Mono County,2001,221931.47806610595
06051,Mono County,2002,249577.36322118514
06051,Mono County,2003,349091.1393165677
06051,Mono County,2004,412987.6420318305
06051,Mono County,2005,258048.68783710318
06051,Mono County,2006,284093.75636711234
06051,Mono County,2007,423280.95384104527
06051,Mono County,2008,360044.8190407038
06051,Mono County,2009,301370.86094877566
06051,Mono County,2010,307652.3709205237
06051,Mono County,2011,309144.342705197
06051,Mono County,2012,286493.1847289793
06051,Mono County,2013,281457.57329042803
06051,Mono County,2014,308110.72868116794
06051,Mono County,2015,318661.96349846007
06051,Mono County,2016,337285.7283358478
06051,Mono County,2017,359791.68484327896
06051,Mono County,2018,413497.3644236526
06051,Mono County,2019,448489.9870600367
06051,Mono County,2020,486249.7387697876
06051,Mono County,2021,592443.6857775706
06051,Mono County,2022,734508.7218320704
06051,Mono County,2023,714666.0520083674
06053,Monterey County,2000,263865.50178378733
06053,Monterey County,2001,323855.5733967302
06053,Monterey County,2002,362097.37085810816
06053,Monterey County,2003,400970.03325210867
06053,Monterey County,2004,475951.53757004626
06053,Monterey County,2005,599460.5866042835
06053,Monterey County,2006,665559.9838043064
06053,Monterey County,2007,617272.8857164079
06053,Monterey County,2008,469303.4212562551
06053,Monterey County,2009,330055.2523465731
06053,Monterey County,2010,318599.57186659676
06053,Monterey County,2011,297183.0912944998
06053,Monterey County,2012,290503.42798121454
06053,Monterey County,2013,335895.15638152574
06053,Monterey County,2014,393185.31415552064
06053,Monterey County,2015,424898.8089281749
06053,Monterey County,2016,467166.80125644593
06053,Monterey County,2017,504465.03330183047
06053,Monterey County,2018,538244.916091677
06053,Monterey County,2019,564858.6080656772
06053,Monterey County,2020,605516.6879867326
06053,Monterey County,2021,712949.445288288
06053,Monterey County,2022,806329.1651117915
06053,Monterey County,2023,789765.6631160892
06055,Napa County,2000,251441.74499507816
06055,Napa County,2001,303129.9105518204
06055,Napa County,2002,341893.9294814596
06055,Napa County,2003,395861.52421525354
06055,Napa County,2004,461654.07144794357
06055,Napa County,2005,542762.6444524144
06055,Napa County,2006,592331.8972641212
06055,Napa County,2007,568194.8921688158
06055,Napa County,2008,514412.0078796695
06055,Napa County,2009,418910.4132381126
06055,Napa County,2010,379063.14721462614
06055,Napa County,2011,358554.438345364
06055,Napa County,2012,350174.6413513488
06055,Napa County,2013,418273.61255856854
06055,Napa County,2014,477997.89608369983
06055,Napa County,2015,529312.2746851017
06055,Napa County,2016,585087.7432660122
06055,Napa County,2017,626995.0743381866
06055,Napa County,2018,663922.153753542
06055,Napa County,2019,686148.0921411114
06055,Napa County,2020,714782.0104823682
06055,Napa County,2021,831151.8144248467
06055,Napa County,2022,908513.3972681783
06055,Napa County,2023,884381.4602791511
06057,Nevada County,2000,251441.74499507816
06057,Nevada County,2001,221931.47806610595
06057,Nevada County,2002,249577.36322118514
06057,Nevada County,2003,279913.2574126595
06057,Nevada County,2004,318095.48460493836
06057,Nevada County,2005,389494.7405023035
06057,Nevada County,2006,432338.5340526733
06057,Nevada County,2007,416820.7738112064
06057,Nevada County,2008,371523.52972597926
06057,Nevada County,2009,325764.73378550843
06057,Nevada County,2010,321748.46873014997
06057,Nevada County,2011,291438.6214302566
06057,Nevada County,2012,276274.7804920964
06057,Nevada County,2013,308450.60665071657
06057,Nevada County,2014,348645.6537864292
06057,Nevada County,2015,375680.36335221905
06057,Nevada County,2016,401760.1621301582
06057,Nevada County,2017,434223.0337064397
06057,Nevada County,2018,471408.95566534746
06057,Nevada County,2019,483113.5729456932
06057,Nevada County,2020,500024.08624776726
06057,Nevada County,2021,601608.1213016167
06057,Nevada County,2022,655702.3015152733
06057,Nevada County,2023,618879.037627958
06059,Orange County,2000,274423.04669695505
06059,Orange County,2001,310317.9922790408
06059,Orange County,2002,351959.7631742221
06059,Orange County,2003,417392.98783938825
06059,Orange County,2004,526789.9000482658
06059,Orange County,2005,621764.4931716541
06059,Orange County,2006,680488.3657980663
06059,Orange County,2007,653863.8425044125
06059,Orange County,2008,542836.7720695391
06059,Orange County,2009,479179.7789518062
06059,Orange County,2010,483704.77652876155
06059,Orange County,2011,455874.95304337254
06059,Orange County,2012,447631.5220673491
06059,Orange County,2013,520287.3710038064
06059,Orange County,2014,581669.3740682538
06059,Orange County,2015,607706.1239878553
06059,Orange County,2016,628952.295896559
06059,Orange County,2017,681381.186540179
06059,Orange County,2018,734953.7423293091
06059,Orange County,2019,739351.2577909554
06059,Orange County,2020,774545.2816454829
06059,Orange County,2021,881333.2311847453
06059,Orange County,2022,1034314.2927716583
06059,Orange County,2023,1018853.6443440465
06061,Placer County,2000,248289.5377603574
06061,Placer County,2001,291064.6377093833
06061,Placer County,2002,323411.71379083203
06061,Placer County,2003,366186.43698355294
06061,Placer County,2004,427761.8724998183
06061,Placer County,2005,521480.8785916813
06061,Placer County,2006,551371.7074198246
06061,Placer County,2007,504786.3331653012
06061,Placer County,2008,407552.5323867558
06061,Placer County,2009,340539.00510961894
06061,Placer County,2010,318010.5604179274
06061,Placer County,2011,295716.62460575573
06061,Placer County,2012,292041.0442170869
06061,Placer County,2013,346304.0528223379
06061,Placer County,2014,388677.56376725854
06061,Placer County,2015,413302.3325439801
06061,Placer County,2016,439780.1706370725
06061,Placer County,2017,469642.8915032414
06061,Placer County,2018,500309.2418475758
06061,Placer County,2019,519611.48650866264
06061,Placer County,2020,544662.8116333087
06061,Placer County,2021,633247.5060501007
06061,Placer County,2022,706412.2776147478
06061,Placer County,2023,674005.0182814223
06063,Plumas County,2000,251441.74499507816
06063,Plumas County,2001,221931.47806610595
06063,Plumas County,2002,249577.36322118514
06063,Plumas County,2003,349091.1393165677
06063,Plumas County,2004,412987.6420318305
06063,Plumas County,2005,258048.68783710318
06063,Plumas County,2006,284093.75636711234
06063,Plumas County,2007,262438.5220542666
06063,Plumas County,2008,215356.60319235452
06063,Plumas County,2009,177723.91461533343
06063,Plumas County,2010,170369.44188152932
06063,Plumas County,2011,165331.09371393477
06063,Plumas County,2012,172044.28912551005
06063,Plumas County,2013,178790.23590268847
06063,Plumas County,2014,195189.733542776
06063,Plumas County,2015,202355.84037184692
06063,Plumas County,2016,218865.22629261855
06063,Plumas County,2017,234842.2129244625
06063,Plumas County,2018,258685.20350722675
06063,Plumas County,2019,274208.7161511571
06063,Plumas County,2020,287614.31553579523
06063,Plumas County,2021,345043.6851283416
06063,Plumas County,2022,387166.4954480785
06063,Plumas County,2023,379057.82771126926
06065,Riverside County,2000,160029.9162459981
06065,Riverside County,2001,179349.7963756681
06065,Riverside County,2002,201423.690527125
06065,Riverside County,2003,236372.50687531824
06065,Riverside County,2004,294332.5473824927
06065,Riverside County,2005,370937.5674125618
06065,Riverside County,2006,416178.2916190029
06065,Riverside County,2007,402511.9925007645
06065,Riverside County,2008,305164.3246478962
06065,Riverside County,2009,219385.10400038667
06065,Riverside County,2010,212350.92807436155
06065,Riverside County,2011,205960.2390766075
06065,Riverside County,2012,206168.9818300339
06065,Riverside County,2013,246167.1738243281
06065,Riverside County,2014,293583.7627555526
06065,Riverside County,2015,315994.98031334946
06065,Riverside County,2016,334672.4647429863
06065,Riverside County,2017,355461.38311507733
06065,Riverside County,2018,388312.6236276888
06065,Riverside County,2019,401865.57301425375
06065,Riverside County,2020,422840.20083557675
06065,Riverside County,2021,497769.5513260231
06065,Riverside County,2022,585246.8120177159
06065,Riverside County,2023,575528.1499117528
06067,Sacramento County,2000,153930.3594888871
06067,Sacramento County,2001,181293.04715565106
06067,Sacramento County,2002,209841.25641929486
06067,Sacramento County,2003,249245.6083057603
06067,Sacramento County,2004,298229.7263027835
06067,Sacramento County,2005,367952.6813418653
06067,Sacramento County,2006,390201.1810170247
06067,Sacramento County,2007,346158.6392485305
06067,Sacramento County,2008,269263.6082348761
06067,Sacramento County,2009,216624.1743354186
06067,Sacramento County,2010,203193.5852127752
06067,Sacramento County,2011,185016.3064622327
06067,Sacramento County,2012,180657.5927193658
06067,Sacramento County,2013,226743.8258803516
06067,Sacramento County,2014,265758.3616413604
06067,Sacramento County,2015,287478.10588509456
06067,Sacramento County,2016,316157.11960774555
06067,Sacramento County,2017,345434.2012688485
06067,Sacramento County,2018,375109.6966449052
06067,Sacramento County,2019,388616.3230237815
06067,Sacramento County,2020,415125.63045272935
06067,Sacramento County,2021,481683.6993613788
06067,Sacramento County,2022,538168.5809269861
06067,Sacramento County,2023,517564.9447825922
06069,San Benito County,2000,251441.74499507816
06069,San Benito County,2001,221931.47806610595
06069,San Benito County,2002,249577.36322118514
06069,San Benito County,2003,349091.1393165677
06069,San Benito County,2004,412987.6420318305
06069,San Benito County,2005,510758.67418069026
06069,San Benito County,2006,562592.0606552582
06069,San Benito County,2007,528079.4715140456
06069,San Benito County,2008,426876.7975400843
